record_id,source,class_id,pixels,share_pct,class_name
severstal::2434f1395.jpg,severstal,3,21884,5.3427734375,Class_3
severstal::54c4f7afa.jpg,severstal,3,3810,0.93017578125,Class_3
severstal::b19603805.jpg,severstal,4,19232,4.6953125,Class_4
severstal::414f0f6f9.jpg,severstal,3,5120,1.25,Class_3
severstal::0391d44d6.jpg,severstal,3,11366,2.77490234375,Class_3
severstal::0391d44d6.jpg,severstal,4,84130,20.53955078125,Class_4
severstal::b9f8dffba.jpg,severstal,3,3984,0.97265625,Class_3
kolektor::train::10821.png,kolektor,4,7466,5.164923349382921,Class_4
neu::train::pitted_surface_83.jpg,neu,4,38208,95.52,Class_4
severstal::13b66e5de.jpg,severstal,4,19435,4.744873046875,Class_4
severstal::f23c857a4.jpg,severstal,3,6830,1.66748046875,Class_3
severstal::f294b84ed.jpg,severstal,3,115,0.028076171875,Class_3
severstal::bbebbd412.jpg,severstal,3,18353,4.480712890625,Class_3
severstal::0bb37f2aa.jpg,severstal,3,2491,0.608154296875,Class_3
severstal::8ebd4074a.jpg,severstal,3,1948,0.4755859375,Class_3
severstal::bac68f2c3.jpg,severstal,3,136673,33.367431640625,Class_3
severstal::d48178eaa.jpg,severstal,3,30534,7.45458984375,Class_3
neu::train::pitted_surface_134.jpg,neu,4,19588,48.97,Class_4
severstal::ac786cb58.jpg,severstal,3,813,0.198486328125,Class_3
severstal::c9c1384be.jpg,severstal,3,5364,1.3095703125,Class_3
severstal::988afc273.jpg,severstal,3,1522,0.37158203125,Class_3
severstal::6b53b62be.jpg,severstal,2,1718,0.41943359375,Class_2
severstal::44a1e7d5f.jpg,severstal,3,3712,0.90625,Class_3
severstal::ef24240a0.jpg,severstal,3,154025,37.603759765625,Class_3
severstal::73d4dae19.jpg,severstal,3,3439,0.839599609375,Class_3
severstal::73d4dae19.jpg,severstal,4,11428,2.7900390625,Class_4
neu::train::crazing_127.jpg,neu,1,14516,36.29,Class_1
severstal::10d9f85be.jpg,severstal,1,1544,0.376953125,Class_1
severstal::2d94df675.jpg,severstal,3,12356,3.0166015625,Class_3
severstal::4fd6b1521.jpg,severstal,3,61475,15.008544921875,Class_3
severstal::ee57ddb83.jpg,severstal,3,1559,0.380615234375,Class_3
severstal::47c24f230.jpg,severstal,1,1692,0.4130859375,Class_1
neu::train::crazing_49.jpg,neu,1,20546,51.365,Class_1
severstal::d3e44d1b4.jpg,severstal,3,32174,7.85498046875,Class_3
neu::train::inclusion_41.jpg,neu,2,15552,38.88,Class_2
severstal::2c4b101db.jpg,severstal,3,3838,0.93701171875,Class_3
severstal::2c4b101db.jpg,severstal,4,13047,3.185302734375,Class_4
severstal::c1c3651cc.jpg,severstal,3,6010,1.46728515625,Class_3
neu::train::pitted_surface_73.jpg,neu,4,38717,96.7925,Class_4
neu::train::crazing_23.jpg,neu,1,32337,80.8425,Class_1
severstal::332e21cbc.jpg,severstal,2,2122,0.51806640625,Class_2
neu::train::patches_227.jpg,neu,2,725,1.8125,Class_2
neu::train::patches_227.jpg,neu,3,22927,57.3175,Class_3
severstal::a05708135.jpg,severstal,3,17628,4.3037109375,Class_3
neu::train::pitted_surface_84.jpg,neu,4,38407,96.0175,Class_4
severstal::8709ea899.jpg,severstal,3,19731,4.817138671875,Class_3
severstal::69a9effa0.jpg,severstal,4,98730,24.10400390625,Class_4
severstal::868759698.jpg,severstal,3,87562,21.37744140625,Class_3
severstal::af6441bac.jpg,severstal,3,2080,0.5078125,Class_3
severstal::5b4e446d3.jpg,severstal,3,3310,0.80810546875,Class_3
neu::validation::inclusion_278.jpg,neu,2,8656,21.64,Class_2
severstal::b57c00a3f.jpg,severstal,3,30877,7.538330078125,Class_3
severstal::6233c9643.jpg,severstal,3,3874,0.94580078125,Class_3
neu::validation::pitted_surface_284.jpg,neu,4,37549,93.8725,Class_4
severstal::6916a083e.jpg,severstal,3,2961,0.722900390625,Class_3
severstal::3b35a1f8e.jpg,severstal,4,31526,7.69677734375,Class_4
severstal::6812ce51c.jpg,severstal,3,14860,3.6279296875,Class_3
neu::train::inclusion_134.jpg,neu,2,9353,23.3825,Class_2
severstal::4d0d86a96.jpg,severstal,3,13126,3.20458984375,Class_3
neu::train::patches_99.jpg,neu,3,18589,46.4725,Class_3
severstal::61457b567.jpg,severstal,4,2663,0.650146484375,Class_4
severstal::6bd0ca419.jpg,severstal,3,5680,1.38671875,Class_3
neu::train::crazing_213.jpg,neu,1,15700,39.25,Class_1
severstal::d8e21a2ae.jpg,severstal,3,9661,2.358642578125,Class_3
severstal::b5967f1ce.jpg,severstal,4,38357,9.364501953125,Class_4
severstal::6eda6852e.jpg,severstal,3,18377,4.486572265625,Class_3
severstal::3ae2aba5e.jpg,severstal,3,1266,0.30908203125,Class_3
severstal::7f08f6d42.jpg,severstal,3,11608,2.833984375,Class_3
kolektor::train::11832.png,kolektor,4,3002,2.070230607966457,Class_4
neu::validation::pitted_surface_257.jpg,neu,4,23010,57.525,Class_4
neu::train::inclusion_97.jpg,neu,2,5031,12.5775,Class_2
severstal::61cbb3c15.jpg,severstal,3,63476,15.4970703125,Class_3
neu::train::pitted_surface_126.jpg,neu,4,35932,89.83,Class_4
kolektor::train::11447.png,kolektor,4,3090,2.0861181998622755,Class_4
severstal::312224509.jpg,severstal,4,2708,0.6611328125,Class_4
severstal::92ca72504.jpg,severstal,3,128980,31.4892578125,Class_3
severstal::bd8556ab8.jpg,severstal,1,4511,1.101318359375,Class_1
severstal::a5d571de0.jpg,severstal,3,18450,4.50439453125,Class_3
neu::train::inclusion_163.jpg,neu,2,16024,40.06,Class_2
severstal::ba3fd31de.jpg,severstal,3,1661,0.405517578125,Class_3
severstal::bd99469d2.jpg,severstal,3,3959,0.966552734375,Class_3
kolektor::train::10672.png,kolektor,4,3649,2.418285926357925,Class_4
severstal::6966ed5f1.jpg,severstal,2,1932,0.4716796875,Class_2
severstal::bb1c6efac.jpg,severstal,3,18381,4.487548828125,Class_3
severstal::c057d7bc1.jpg,severstal,3,8285,2.022705078125,Class_3
kolektor::train::11195.png,kolektor,4,4356,2.905355832721937,Class_4
severstal::991e0dfdf.jpg,severstal,3,252123,61.553466796875,Class_3
severstal::1a70268d4.jpg,severstal,1,1326,0.32373046875,Class_1
neu::train::inclusion_70.jpg,neu,2,12064,30.16,Class_2
severstal::ff44fa556.jpg,severstal,3,5157,1.259033203125,Class_3
severstal::ee4c5ab7f.jpg,severstal,3,70242,17.14892578125,Class_3
severstal::e6bf58db7.jpg,severstal,3,13370,3.26416015625,Class_3
severstal::586b86560.jpg,severstal,3,1012,0.2470703125,Class_3
severstal::a01c8ce20.jpg,severstal,3,7177,1.752197265625,Class_3
severstal::2c39e6ccb.jpg,severstal,3,88112,21.51171875,Class_3
severstal::9e1f9aaaf.jpg,severstal,3,25055,6.116943359375,Class_3
severstal::4edc8b817.jpg,severstal,3,9096,2.220703125,Class_3
severstal::4edc8b817.jpg,severstal,4,31499,7.690185546875,Class_4
severstal::b941eeaa7.jpg,severstal,3,1638,0.39990234375,Class_3
severstal::cecab5a39.jpg,severstal,3,44825,10.943603515625,Class_3
severstal::53c167687.jpg,severstal,3,5597,1.366455078125,Class_3
severstal::49a46692e.jpg,severstal,3,5486,1.33935546875,Class_3
severstal::49a46692e.jpg,severstal,4,37344,9.1171875,Class_4
severstal::64c97319b.jpg,severstal,3,61124,14.9228515625,Class_3
severstal::2b0d476d6.jpg,severstal,2,1658,0.40478515625,Class_2
kolektor::train::11315.png,kolektor,4,16070,10.855907586300074,Class_4
severstal::1ac437ea4.jpg,severstal,3,18379,4.487060546875,Class_3
severstal::1d7f05244.jpg,severstal,3,6827,1.666748046875,Class_3
severstal::fbdc2daae.jpg,severstal,2,1954,0.47705078125,Class_2
severstal::dc3740c5c.jpg,severstal,3,5936,1.44921875,Class_3
severstal::ab2541958.jpg,severstal,3,21447,5.236083984375,Class_3
severstal::e5396a44e.jpg,severstal,3,41600,10.15625,Class_3
severstal::76a390db7.jpg,severstal,3,2968,0.724609375,Class_3
severstal::b4124fe84.jpg,severstal,3,3811,0.930419921875,Class_3
severstal::b45c67a1f.jpg,severstal,1,5553,1.355712890625,Class_1
severstal::b70e904f7.jpg,severstal,3,17846,4.35693359375,Class_3
severstal::32578d3e5.jpg,severstal,3,7896,1.927734375,Class_3
severstal::8ed3c433b.jpg,severstal,3,17780,4.3408203125,Class_3
severstal::ac4ba5c1a.jpg,severstal,3,7089,1.730712890625,Class_3
severstal::e86b2f3e2.jpg,severstal,2,1438,0.35107421875,Class_2
neu::train::crazing_93.jpg,neu,1,21986,54.965,Class_1
severstal::bbc81b646.jpg,severstal,3,35862,8.75537109375,Class_3
severstal::bbc81b646.jpg,severstal,4,38763,9.463623046875,Class_4
severstal::01ebe0d32.jpg,severstal,3,37992,9.275390625,Class_3
severstal::c7edb8625.jpg,severstal,3,8277,2.020751953125,Class_3
severstal::a9c5e9f1e.jpg,severstal,3,8587,2.096435546875,Class_3
severstal::d01d3e444.jpg,severstal,2,4600,1.123046875,Class_2
severstal::aa9a7363b.jpg,severstal,3,17701,4.321533203125,Class_3
severstal::df70a7e07.jpg,severstal,1,1305,0.318603515625,Class_1
severstal::54de37d5e.jpg,severstal,3,13169,3.215087890625,Class_3
severstal::0526d780c.jpg,severstal,3,14080,3.4375,Class_3
neu::train::crazing_220.jpg,neu,1,21610,54.025,Class_1
severstal::a753532d6.jpg,severstal,3,10150,2.47802734375,Class_3
severstal::a753532d6.jpg,severstal,4,71872,17.546875,Class_4
severstal::c3206fb3c.jpg,severstal,3,5389,1.315673828125,Class_3
severstal::c3206fb3c.jpg,severstal,4,3573,0.872314453125,Class_4
severstal::000a4bcdd.jpg,severstal,1,8319,2.031005859375,Class_1
severstal::25c8f7153.jpg,severstal,3,185201,45.215087890625,Class_3
severstal::005f02e20.jpg,severstal,3,3429,0.837158203125,Class_3
neu::train::patches_125.jpg,neu,3,7647,19.1175,Class_3
severstal::de9ce7271.jpg,severstal,1,3796,0.9267578125,Class_1
severstal::d41b69a83.jpg,severstal,3,1800,0.439453125,Class_3
kolektor::train::10729.png,kolektor,4,500,0.33674568965517243,Class_4
severstal::a470f2761.jpg,severstal,1,2015,0.491943359375,Class_1
severstal::70e4c95b6.jpg,severstal,3,12119,2.958740234375,Class_3
neu::train::pitted_surface_113.jpg,neu,4,26119,65.2975,Class_4
severstal::1f4161475.jpg,severstal,1,4434,1.08251953125,Class_1
severstal::599251689.jpg,severstal,2,2816,0.6875,Class_2
neu::validation::crazing_281.jpg,neu,1,19175,47.9375,Class_1
severstal::049bad998.jpg,severstal,3,52142,12.72998046875,Class_3
severstal::2745ecf6b.jpg,severstal,3,14847,3.624755859375,Class_3
severstal::d9077b7f2.jpg,severstal,1,2650,0.64697265625,Class_1
severstal::e6b97f991.jpg,severstal,3,11026,2.69189453125,Class_3
severstal::a3eac30dc.jpg,severstal,3,6071,1.482177734375,Class_3
severstal::549aa706e.jpg,severstal,3,4214,1.02880859375,Class_3
kolektor::train::10663.png,kolektor,4,1689,1.1135284810126582,Class_4
severstal::0cd22bad5.jpg,severstal,3,41937,10.238525390625,Class_3
severstal::5bcaca872.jpg,severstal,3,26358,6.43505859375,Class_3
severstal::c232eea0c.jpg,severstal,3,10918,2.66552734375,Class_3
severstal::ac0bec1fa.jpg,severstal,3,5536,1.3515625,Class_3
severstal::7046618f6.jpg,severstal,1,3495,0.853271484375,Class_1
neu::validation::inclusion_253.jpg,neu,2,2852,7.13,Class_2
severstal::975f12b62.jpg,severstal,3,3698,0.90283203125,Class_3
severstal::3055bb5b8.jpg,severstal,3,9724,2.3740234375,Class_3
kolektor::test::20142.png,kolektor,4,1763,1.2085855504445648,Class_4
severstal::c79086497.jpg,severstal,3,70088,17.111328125,Class_3
severstal::0e7a45695.jpg,severstal,1,943,0.230224609375,Class_1
severstal::d267355be.jpg,severstal,3,27780,6.7822265625,Class_3
severstal::45ba100f4.jpg,severstal,3,55471,13.542724609375,Class_3
severstal::47f5c8e07.jpg,severstal,1,3864,0.943359375,Class_1
severstal::ad6fb4fab.jpg,severstal,3,6014,1.46826171875,Class_3
severstal::c2760fc1a.jpg,severstal,3,26306,6.42236328125,Class_3
severstal::c2760fc1a.jpg,severstal,4,17887,4.366943359375,Class_4
severstal::9fce63e11.jpg,severstal,3,5119,1.249755859375,Class_3
severstal::e6feea803.jpg,severstal,1,7450,1.81884765625,Class_1
severstal::e6feea803.jpg,severstal,3,1807,0.441162109375,Class_3
severstal::d44663f51.jpg,severstal,3,7119,1.738037109375,Class_3
severstal::7f8d10098.jpg,severstal,4,3789,0.925048828125,Class_4
severstal::1308a608d.jpg,severstal,1,9112,2.224609375,Class_1
severstal::933a9dc8b.jpg,severstal,1,2234,0.54541015625,Class_1
severstal::24e21e85a.jpg,severstal,3,22420,5.4736328125,Class_3
severstal::9c4ed4726.jpg,severstal,1,3213,0.784423828125,Class_1
severstal::2d759458e.jpg,severstal,1,838,0.20458984375,Class_1
severstal::c0be19adf.jpg,severstal,3,3904,0.953125,Class_3
severstal::4c8168fcb.jpg,severstal,4,17059,4.164794921875,Class_4
neu::train::crazing_236.jpg,neu,1,32157,80.3925,Class_1
severstal::7420f27c9.jpg,severstal,3,9489,2.316650390625,Class_3
severstal::ecbab23d0.jpg,severstal,3,3066,0.74853515625,Class_3
severstal::edf12f5f1.jpg,severstal,3,7788,1.9013671875,Class_3
severstal::2c63f60e3.jpg,severstal,3,7150,1.74560546875,Class_3
severstal::aeaa1deef.jpg,severstal,1,10025,2.447509765625,Class_1
severstal::2969217e8.jpg,severstal,1,5381,1.313720703125,Class_1
severstal::2969217e8.jpg,severstal,2,4051,0.989013671875,Class_2
neu::train::patches_157.jpg,neu,3,22732,56.83,Class_3
kolektor::train::11003.png,kolektor,4,3671,2.597209644555128,Class_4
kolektor::test::20804.png,kolektor,4,8657,5.934614356323651,Class_4
severstal::b1f5ce725.jpg,severstal,4,31812,7.7666015625,Class_4
severstal::62bf70fee.jpg,severstal,2,6253,1.526611328125,Class_2
severstal::e848a32dd.jpg,severstal,1,3631,0.886474609375,Class_1
severstal::5af025ad7.jpg,severstal,4,69527,16.974365234375,Class_4
severstal::25b57b528.jpg,severstal,3,93426,22.80908203125,Class_3
severstal::d52b35e0e.jpg,severstal,3,7840,1.9140625,Class_3
severstal::32ed255a4.jpg,severstal,3,29423,7.183349609375,Class_3
severstal::6b92f5221.jpg,severstal,3,1718,0.41943359375,Class_3
severstal::274b1d54b.jpg,severstal,3,12136,2.962890625,Class_3
severstal::83298d267.jpg,severstal,4,13451,3.283935546875,Class_4
severstal::f02c1a600.jpg,severstal,3,22284,5.4404296875,Class_3
severstal::cbd4afcc0.jpg,severstal,3,3370,0.82275390625,Class_3
severstal::f7e92727b.jpg,severstal,3,13174,3.21630859375,Class_3
severstal::304083ca3.jpg,severstal,4,19902,4.85888671875,Class_4
severstal::a93b52e93.jpg,severstal,3,6117,1.493408203125,Class_3
kolektor::test::20319.png,kolektor,4,1084,0.7407862995537514,Class_4
severstal::d13688eac.jpg,severstal,3,9394,2.29345703125,Class_3
severstal::b3f7ae992.jpg,severstal,3,4747,1.158935546875,Class_3
neu::validation::patches_285.jpg,neu,3,15144,37.86,Class_3
neu::validation::patches_263.jpg,neu,3,12807,32.0175,Class_3
severstal::8d36899b1.jpg,severstal,3,25747,6.285888671875,Class_3
severstal::4e5b28887.jpg,severstal,3,3571,0.871826171875,Class_3
severstal::d5353adfc.jpg,severstal,3,48370,11.80908203125,Class_3
severstal::31579309c.jpg,severstal,3,1090,0.26611328125,Class_3
severstal::6b9b11301.jpg,severstal,3,1797,0.438720703125,Class_3
neu::train::pitted_surface_27.jpg,neu,4,31454,78.635,Class_4
severstal::205685883.jpg,severstal,1,1269,0.309814453125,Class_1
severstal::205685883.jpg,severstal,2,1631,0.398193359375,Class_2
severstal::64361cd8b.jpg,severstal,3,11815,2.884521484375,Class_3
severstal::b17fcb164.jpg,severstal,3,88350,21.56982421875,Class_3
severstal::808e3f8b8.jpg,severstal,3,12341,3.012939453125,Class_3
kolektor::train::10583.png,kolektor,4,504,0.33392963625521765,Class_4
neu::validation::crazing_250.jpg,neu,1,28287,70.7175,Class_1
severstal::025dc8dc8.jpg,severstal,3,5852,1.4287109375,Class_3
severstal::96ef8f053.jpg,severstal,4,10202,2.49072265625,Class_4
severstal::2b1d39d53.jpg,severstal,3,2204,0.5380859375,Class_3
severstal::198252b95.jpg,severstal,3,12959,3.163818359375,Class_3
severstal::72b465391.jpg,severstal,1,2313,0.564697265625,Class_1
severstal::a9b4c5d52.jpg,severstal,3,7240,1.767578125,Class_3
severstal::1abb621ee.jpg,severstal,1,4358,1.06396484375,Class_1
severstal::f98a8ae54.jpg,severstal,1,4490,1.09619140625,Class_1
neu::train::patches_11.jpg,neu,3,8640,21.6,Class_3
severstal::a345caa40.jpg,severstal,2,2444,0.5966796875,Class_2
severstal::063fa1630.jpg,severstal,4,37284,9.1025390625,Class_4
neu::train::inclusion_145.jpg,neu,2,6039,15.0975,Class_2
severstal::5a752f8cd.jpg,severstal,3,4048,0.98828125,Class_3
severstal::959218299.jpg,severstal,1,2276,0.5556640625,Class_1
severstal::65841b207.jpg,severstal,3,4006,0.97802734375,Class_3
severstal::7202e52d8.jpg,severstal,1,9647,2.355224609375,Class_1
severstal::a21fa9b86.jpg,severstal,3,29198,7.12841796875,Class_3
severstal::954d4296b.jpg,severstal,1,2692,0.6572265625,Class_1
severstal::1dc68a7a7.jpg,severstal,3,5960,1.455078125,Class_3
severstal::45cca62e0.jpg,severstal,3,41810,10.20751953125,Class_3
kolektor::train::10312.png,kolektor,4,6655,4.5085326775467625,Class_4
severstal::8981c24c8.jpg,severstal,3,1272,0.310546875,Class_3
severstal::93775b19c.jpg,severstal,3,21541,5.259033203125,Class_3
severstal::ad76bc064.jpg,severstal,3,8451,2.063232421875,Class_3
severstal::570cb5438.jpg,severstal,3,34836,8.5048828125,Class_3
neu::validation::crazing_276.jpg,neu,1,22190,55.475,Class_1
severstal::fb252eb78.jpg,severstal,1,1540,0.3759765625,Class_1
severstal::379e98755.jpg,severstal,3,90233,22.029541015625,Class_3
severstal::b483a0a1a.jpg,severstal,3,8064,1.96875,Class_3
severstal::6e4a1d647.jpg,severstal,1,3861,0.942626953125,Class_1
severstal::25ccece7f.jpg,severstal,3,2907,0.709716796875,Class_3
severstal::70b0fb0cd.jpg,severstal,3,3584,0.875,Class_3
severstal::9307b3de8.jpg,severstal,3,35850,8.75244140625,Class_3
neu::train::inclusion_78.jpg,neu,2,6066,15.165,Class_2
severstal::41bbe4edd.jpg,severstal,3,43898,10.71728515625,Class_3
severstal::6d6280d5e.jpg,severstal,3,28852,7.0439453125,Class_3
severstal::ef24da2ba.jpg,severstal,1,732,0.1787109375,Class_1
severstal::ef24da2ba.jpg,severstal,2,2115,0.516357421875,Class_2
severstal::ef24da2ba.jpg,severstal,3,5853,1.428955078125,Class_3
severstal::cc61104ff.jpg,severstal,3,17109,4.177001953125,Class_3
neu::train::crazing_108.jpg,neu,1,17254,43.135,Class_1
severstal::169baf9bb.jpg,severstal,3,1493,0.364501953125,Class_3
severstal::c9215fb7a.jpg,severstal,3,28604,6.9833984375,Class_3
severstal::bd1e7ea2d.jpg,severstal,1,11704,2.857421875,Class_1
severstal::ebedf35c7.jpg,severstal,3,68683,16.768310546875,Class_3
severstal::f6749d6fe.jpg,severstal,3,5760,1.40625,Class_3
severstal::2019417e0.jpg,severstal,3,25737,6.283447265625,Class_3
neu::train::crazing_226.jpg,neu,1,30819,77.0475,Class_1
severstal::aa029b4a0.jpg,severstal,3,28789,7.028564453125,Class_3
severstal::47cf3a13c.jpg,severstal,1,5661,1.382080078125,Class_1
neu::train::crazing_160.jpg,neu,1,18238,45.595,Class_1
severstal::17f9f952a.jpg,severstal,1,5653,1.380126953125,Class_1
severstal::6ed69f517.jpg,severstal,3,6296,1.537109375,Class_3
kolektor::train::11228.png,kolektor,4,6220,4.195672116993147,Class_4
neu::train::crazing_199.jpg,neu,1,18552,46.38,Class_1
severstal::04594d04e.jpg,severstal,3,8941,2.182861328125,Class_3
severstal::8299f5460.jpg,severstal,3,5292,1.2919921875,Class_3
severstal::8299f5460.jpg,severstal,4,70387,17.184326171875,Class_4
severstal::cb4d72e56.jpg,severstal,1,1855,0.452880859375,Class_1
severstal::cb4d72e56.jpg,severstal,3,5093,1.243408203125,Class_3
neu::train::inclusion_91.jpg,neu,2,6844,17.11,Class_2
severstal::a1f5481df.jpg,severstal,3,42290,10.32470703125,Class_3
severstal::805ea1870.jpg,severstal,3,72691,17.746826171875,Class_3
severstal::fcb25f2ec.jpg,severstal,3,8448,2.0625,Class_3
severstal::cb43d7be5.jpg,severstal,3,12294,3.00146484375,Class_3
severstal::ae9a53e90.jpg,severstal,3,11084,2.7060546875,Class_3
severstal::4b628b398.jpg,severstal,3,14636,3.5732421875,Class_3
neu::train::inclusion_25.jpg,neu,2,13376,33.44,Class_2
severstal::697149900.jpg,severstal,3,39605,9.669189453125,Class_3
severstal::80f7d7679.jpg,severstal,3,3544,0.865234375,Class_3
neu::train::pitted_surface_96.jpg,neu,4,38805,97.0125,Class_4
severstal::1639cc829.jpg,severstal,3,3181,0.776611328125,Class_3
severstal::9a7b2f3af.jpg,severstal,3,8623,2.105224609375,Class_3
severstal::186534efc.jpg,severstal,3,5611,1.369873046875,Class_3
severstal::baa9d44b3.jpg,severstal,3,27348,6.6767578125,Class_3
kolektor::train::10714.png,kolektor,4,606,0.41040227549776515,Class_4
severstal::4932f1a80.jpg,severstal,1,4104,1.001953125,Class_1
severstal::5feafe9c5.jpg,severstal,3,71082,17.35400390625,Class_3
neu::validation::pitted_surface_261.jpg,neu,3,6564,16.41,Class_3
neu::validation::pitted_surface_261.jpg,neu,4,22344,55.86,Class_4
severstal::7da901e89.jpg,severstal,3,1660,0.4052734375,Class_3
neu::train::crazing_72.jpg,neu,1,23306,58.265,Class_1
severstal::5c9b16686.jpg,severstal,3,43121,10.527587890625,Class_3
severstal::58ee62fd7.jpg,severstal,3,10344,2.525390625,Class_3
neu::validation::crazing_245.jpg,neu,1,14588,36.47,Class_1
kolektor::test::20672.png,kolektor,4,975,0.6615641411879657,Class_4
severstal::07b1a9644.jpg,severstal,3,3627,0.885498046875,Class_3
severstal::ccbd751f2.jpg,severstal,3,1812,0.4423828125,Class_3
severstal::9c41af5a0.jpg,severstal,3,135835,33.162841796875,Class_3
severstal::ccd0ad960.jpg,severstal,3,12807,3.126708984375,Class_3
neu::train::inclusion_96.jpg,neu,2,6928,17.32,Class_2
severstal::8b9681587.jpg,severstal,3,7772,1.8974609375,Class_3
severstal::a189ded53.jpg,severstal,1,2593,0.633056640625,Class_1
severstal::c3ff1a7cd.jpg,severstal,3,74327,18.146240234375,Class_3
severstal::9f34c4775.jpg,severstal,3,50254,12.26904296875,Class_3
severstal::65657b8ed.jpg,severstal,3,48515,11.844482421875,Class_3
severstal::ab13f368e.jpg,severstal,3,14797,3.612548828125,Class_3
severstal::f1e348d35.jpg,severstal,3,43155,10.535888671875,Class_3
severstal::ff5483763.jpg,severstal,3,11161,2.724853515625,Class_3
severstal::a68906588.jpg,severstal,3,3443,0.840576171875,Class_3
severstal::37f331c96.jpg,severstal,3,5268,1.2861328125,Class_3
neu::train::patches_4.jpg,neu,3,5376,13.44,Class_3
severstal::ac912ddc4.jpg,severstal,3,1847,0.450927734375,Class_3
severstal::3fd678c06.jpg,severstal,3,13718,3.34912109375,Class_3
kolektor::train::10084.png,kolektor,4,644,0.4503842952954423,Class_4
severstal::1795867f2.jpg,severstal,4,24372,5.9501953125,Class_4
neu::train::crazing_59.jpg,neu,1,8645,21.6125,Class_1
